index,high,highTime,low,lowTime,high-low
2972,1350.0,1618409500.0,408.0,1618406504.0,942.0
2974,4001.0,1618409481.0,950.0,1618393730.0,3051.0
2976,5.0,1618392414.0,5.0,1618358626.0,0.0
2997,8398000.0,1618391731.0,7605000.0,1618382076.0,793000.0
2998,2029.0,1618414140.0,2015.0,1618414398.0,14.0
3000,9143.0,1618414282.0,9134.0,1618414430.0,9.0
3002,2205.0,1618414117.0,2196.0,1618414275.0,9.0
3004,9322.0,1618414289.0,9322.0,1618413946.0,0.0
3008,526.0,1618414411.0,503.0,1618414359.0,23.0
3010,415.0,1618413806.0,390.0,1618413294.0,25.0
3012,271.0,1618404673.0,251.0,1618414047.0,20.0
3014,139.0,1618414213.0,115.0,1618414009.0,24.0
3016,1896.0,1618414419.0,1854.0,1618414244.0,42.0
3018,1446.0,1618412885.0,1345.0,1618414253.0,101.0
3020,1257.0,1618404927.0,801.0,1618414248.0,456.0
3022,381.0,1618385020.0,351.0,1618411023.0,30.0
3024,11200.0,1618414454.0,11199.0,1618414439.0,1.0
3026,8566.0,1618414171.0,8480.0,1618414312.0,86.0
3028,6150.0,1618407603.0,5510.0,1618414394.0,640.0
3030,3800.0,1618409303.0,2802.0,1618414409.0,998.0
3032,310.0,1618414375.0,275.0,1618413101.0,35.0
3034,157.0,1618413438.0,125.0,1618411670.0,32.0
3036,198.0,1618405651.0,70.0,1618390269.0,128.0
3038,66.0,1618414052.0,59.0,1618406373.0,7.0
3040,151.0,1618414437.0,150.0,1618414374.0,1.0
3042,80.0,1618414367.0,80.0,1618414378.0,0.0
3044,64.0,1618414430.0,21.0,1618412415.0,43.0
3046,17.0,1618414437.0,15.0,1618411092.0,2.0
3049,1977.0,1618414064.0,1977.0,1618414388.0,0.0
3051,9096.0,1618414415.0,9090.0,1618414451.0,6.0
3053,9480.0,1618414195.0,9716.0,1618414427.0,-236.0
3054,27490.0,1618414134.0,26169.0,1618414391.0,1321.0
3093,200.0,1618393385.0,200.0,1618410464.0,0.0
3094,2000.0,1618326539.0,1399.0,1618158341.0,601.0
3095,750.0,1618386285.0,500.0,1618385518.0,250.0
3096,4993.0,1618369285.0,72.0,1618406749.0,4921.0
3097,30.0,1618407839.0,30.0,1618412771.0,0.0
3098,388.0,1618411858.0,5.0,1618410457.0,383.0
3099,800.0,1618171440.0,107.0,1618407534.0,693.0
3100,5000.0,1618309929.0,1454.0,1618381534.0,3546.0
3101,6733.0,1618410699.0,6305.0,1618414398.0,428.0
3105,633.0,1618414419.0,633.0,1618414376.0,0.0
3107,3000.0,1618414271.0,1963.0,1618413778.0,1037.0
3122,33228.0,1618413443.0,33228.0,1618414370.0,0.0
3123,2413.0,1618392926.0,500.0,1618392947.0,1913.0
3125,860.0,1618414395.0,575.0,1618410768.0,285.0
3138,646.0,1618414248.0,640.0,1618414342.0,6.0
3140,190000.0,1618414330.0,183600.0,1618414456.0,6400.0
3142,463.0,1618414430.0,452.0,1618414372.0,11.0
3144,594.0,1618414422.0,587.0,1618414366.0,7.0
3157,2500.0,1618413799.0,2500.0,1618412323.0,0.0
3159,1800.0,1618414186.0,1800.0,1618410477.0,0.0
3162,53.0,1618413825.0,53.0,1618364907.0,0.0
3183,450.0,1618414208.0,370.0,1618414361.0,80.0
3188,350.0,1618414367.0,210.0,1618405511.0,140.0
3190,458.0,1618394328.0,75.0,1618385896.0,383.0
3192,1300.0,1618362426.0,10.0,1618259917.0,1290.0
3194,4539.0,1618377277.0,5028.0,1618411530.0,-489.0
3196,5500.0,1618346589.0,5266.0,1618377047.0,234.0
3198,7002.0,1618342642.0,2872.0,1618342663.0,4130.0
3200,12500.0,1618414409.0,12000.0,1618412758.0,500.0
3202,37730.0,1618414361.0,37630.0,1618414455.0,100.0
3204,149168.0,1618413582.0,149130.0,1618414351.0,38.0
3211,900.0,1618414315.0,503.0,1618414380.0,397.0
3216,500.0,1618413136.0,290.0,1618413718.0,210.0
3226,20.0,1618408592.0,100.0,1618385048.0,-80.0
3228,196.0,1618414350.0,11.0,1618396594.0,185.0
3239,79.0,1618414180.0,75.0,1618414421.0,4.0
3325,572.0,1618414272.0,542.0,1618414448.0,30.0
3327,5.0,1618346374.0,11.0,1618411255.0,-6.0
3329,205.0,1618412766.0,15.0,1618396115.0,190.0
3331,67.0,1618161559.0,501.0,1618372724.0,-434.0
3333,70.0,1618413823.0,25.0,1618413864.0,45.0
3335,100.0,1618328639.0,16.0,1618346632.0,84.0
3337,81.0,1618363619.0,25.0,1618369979.0,56.0
3339,2000.0,1618393074.0,672.0,1618411544.0,1328.0
3341,132.0,1618339888.0,25.0,1618343411.0,107.0
3343,5000.0,1618413858.0,4055.0,1618411869.0,945.0
3345,36.0,1618409816.0,1.0,1618190657.0,35.0
3347,148.0,1618353343.0,250.0,1618413574.0,-102.0
3349,146.0,1618358466.0,5.0,1618315358.0,141.0
3351,160.0,1618412055.0,5.0,1618340026.0,155.0
3353,457.0,1618383312.0,457.0,1618324802.0,0.0
3355,65.0,1618414358.0,11.0,1617181886.0,54.0
3357,2000.0,1618414271.0,697.0,1618412707.0,1303.0
3359,1901.0,1618371210.0,1014.0,1618378073.0,887.0
3361,4000.0,1618405642.0,3770.0,1618384112.0,230.0
3363,690.0,1618414299.0,617.0,1618413798.0,73.0
3365,1841.0,1618403914.0,400.0,1618358110.0,1441.0
3367,1093.0,1618411669.0,1002.0,1618413618.0,91.0
3369,3000.0,1618413666.0,3853.0,1618414044.0,-853.0
3371,1886.0,1618178701.0,2500.0,1618372181.0,-614.0
3373,824.0,1618396680.0,500.0,1618373739.0,324.0
3379,134.0,1618407941.0,700.0,1618356238.0,-566.0
3381,1100.0,1618406035.0,142.0,1618383049.0,958.0
3385,5934.0,1618393060.0,5725.0,1618414416.0,209.0
3387,27451.0,1618414254.0,27000.0,1618412975.0,451.0
3389,23897.0,1618413939.0,23152.0,1618414076.0,745.0
3391,2509.0,1618404320.0,2467.0,1618414306.0,42.0
3393,8999.0,1618393152.0,6000.0,1618403281.0,2999.0
3396,64.0,1618390362.0,55.0,1618414430.0,9.0
3398,1000.0,1618389618.0,750.0,1618414422.0,250.0
3400,1500.0,1618371259.0,1100.0,1618410940.0,400.0
3402,2276.0,1618403525.0,571.0,1618407570.0,1705.0
3404,3208.0,1618414267.0,2715.0,1618404727.0,493.0
3406,206.0,1618387404.0,140.0,1618364194.0,66.0
3408,6.0,1618408503.0,5.0,1618404415.0,1.0
3410,1.0,1618382395.0,5.0,1618411880.0,-4.0
3412,5.0,1618395207.0,5.0,1618414352.0,0.0
3414,2.0,1618363093.0,2.0,1618395048.0,0.0
3420,290.0,1618414438.0,236.0,1618413945.0,54.0
3422,34.0,1618413177.0,27.0,1618387503.0,7.0
3424,24.0,1618367213.0,1000.0,1618133372.0,-976.0
3426,1.0,1618375587.0,1.0,1618375588.0,0.0
3428,25.0,1618381346.0,25.0,1618373887.0,0.0
3430,1899.0,1618414156.0,1850.0,1618414201.0,49.0
3432,950.0,1618219133.0,1830.0,1618317737.0,-880.0
3434,948.0,1618343506.0,945.0,1618414259.0,3.0
3436,570.0,1618390200.0,406.0,1618390818.0,164.0
3438,1300.0,1618414449.0,801.0,1618414352.0,499.0
3440,722.0,1618413274.0,300.0,1618367244.0,422.0
3442,7000.0,1618410352.0,55.0,1618372475.0,6945.0
3444,1330.0,1618413071.0,691.0,1618354479.0,639.0
3446,1968.0,1618407530.0,1400.0,1618411756.0,568.0
3448,3231.0,1618414432.0,3178.0,1618413097.0,53.0
3470,8352.0,1618396335.0,7520.0,1618414085.0,832.0
3472,5000.0,1618371740.0,2002.0,1618409519.0,2998.0
3473,4997.0,1618353522.0,2750.0,1618411732.0,2247.0
3474,3359.0,1618265054.0,3354.0,1618410951.0,5.0
3475,3266.0,1618375770.0,3600.0,1618413852.0,-334.0
3476,39497.0,1618390616.0,37250.0,1618413855.0,2247.0
3477,38239.0,1618372537.0,38239.0,1618414321.0,0.0
3478,42500.0,1618413019.0,37297.0,1618413234.0,5203.0
3479,50000.0,1618404765.0,38001.0,1618414291.0,11999.0
3480,52288.0,1618413397.0,40000.0,1618413896.0,12288.0
3481,2959377.0,1618414246.0,2945000.0,1618411902.0,14377.0
3483,4324201.0,1618414261.0,4282201.0,1618411952.0,42000.0
3485,382622.0,1618413792.0,382622.0,1618411829.0,0.0
3486,3000000.0,1618411538.0,2934333.0,1618412750.0,65667.0
3488,2929658.0,1618411579.0,2751000.0,1618412913.0,178658.0
3678,6500.0,1618414192.0,5407.0,1618414185.0,1093.0
3749,39830.0,1618414406.0,39066.0,1618414414.0,764.0
3751,49996.0,1618413983.0,48326.0,1618414299.0,1670.0
3753,44999.0,1618414372.0,43900.0,1618414276.0,1099.0
3755,37130.0,1618413594.0,37029.0,1618414279.0,101.0
3759,1.0,1618411212.0,1054.0,1618172374.0,-1053.0
3761,26.0,1618395263.0,27.0,1618393812.0,-1.0
3763,915.0,1618366473.0,1614.0,1618278840.0,-699.0
3765,1167.0,1618412897.0,100.0,1618365696.0,1067.0
3767,600.0,1618375655.0,19.0,1618411664.0,581.0
3769,438.0,1618411186.0,655.0,1618090726.0,-217.0
3771,1250.0,1618383293.0,650.0,1617434173.0,600.0
3773,2000.0,1618394967.0,744.0,1618385180.0,1256.0
3775,419.0,1618410444.0,3000.0,1618354521.0,-2581.0
3777,699.0,1618410867.0,1048.0,1618381355.0,-349.0
3779,631.0,1618394090.0,2.0,1618297357.0,629.0
3781,851.0,1618377841.0,10.0,1618363651.0,841.0
3783,2005.0,1618364972.0,100.0,1618197047.0,1905.0
3785,130.0,1618375747.0,15.0,1618407812.0,115.0
3787,684.0,1618414260.0,10000.0,1618379922.0,-9316.0
3789,519.0,1618412961.0,514.0,1618412812.0,5.0
3791,114.0,1618410279.0,102.0,1618414164.0,12.0
3793,1.0,1618396625.0,884.0,1617648871.0,-883.0
3795,5999.0,1618396663.0,277.0,1618329403.0,5722.0
3797,947.0,1618361282.0,773.0,1618396193.0,174.0
3799,86.0,1618414175.0,20.0,1618409962.0,66.0
3801,719.0,1618413910.0,650.0,1618414243.0,69.0
3803,150.0,1618369035.0,101.0,1618396925.0,49.0
3827,5000.0,1618412528.0,2155.0,1618412897.0,2845.0
3828,8499.0,1618412955.0,2500.0,1618414282.0,5999.0
3829,8000.0,1618411091.0,2001.0,1618414188.0,5999.0
3830,8499.0,1618412560.0,2194.0,1618413997.0,6305.0
3831,38670.0,1618413846.0,40603.0,1618414254.0,-1933.0
3832,44000.0,1618410683.0,35363.0,1618413827.0,8637.0
3833,48084.0,1618412818.0,45909.0,1618414020.0,2175.0
3834,54631.0,1618413501.0,50761.0,1618413792.0,3870.0
3835,5000.0,1618412575.0,2726.0,1618414150.0,2274.0
3836,11999.0,1618412506.0,2202.0,1618413989.0,9797.0
3837,4575.0,1618412590.0,1700.0,1618414402.0,2875.0
3838,8000.0,1618412603.0,2000.0,1618414021.0,6000.0
3853,924.0,1618414446.0,924.0,1618414446.0,0.0
4012,197.0,1618414202.0,135.0,1618414232.0,62.0
4014,600.0,1618412964.0,600.0,1618408382.0,0.0
4016,3000.0,1618365036.0,40.0,1618389667.0,2960.0
4087,161500.0,1618414044.0,161259.0,1618414444.0,241.0
4089,16800.0,1618412759.0,17799.0,1618414025.0,-999.0
4091,71950.0,1618414313.0,71417.0,1618414339.0,533.0
4093,47900.0,1618414267.0,47103.0,1618414342.0,797.0
4095,5800.0,1618413766.0,5581.0,1618414394.0,219.0
4097,5725.0,1618414428.0,5565.0,1618414392.0,160.0
4099,52500.0,1618414042.0,49266.0,1618414091.0,3234.0
4101,72132.0,1618414395.0,71301.0,1618414331.0,831.0
4103,48997.0,1618414404.0,47750.0,1618414395.0,1247.0
4105,9130.0,1618412357.0,6817.0,1618413165.0,2313.0
4107,127509.0,1618411201.0,83302.0,1618414432.0,44207.0
4109,30000.0,1618404731.0,13100.0,1618414459.0,16900.0
4111,71278.0,1618414401.0,71002.0,1618414194.0,276.0
4113,47999.0,1618413134.0,47300.0,1618414235.0,699.0
4115,5541.0,1618411173.0,5265.0,1618413594.0,276.0
4117,40882.0,1618412006.0,20000.0,1618413612.0,20882.0
4119,1500.0,1618411374.0,937.0,1618413240.0,563.0
4121,2750.0,1618414317.0,2038.0,1618413919.0,712.0
4123,473.0,1618392170.0,475.0,1618412800.0,-2.0
4125,258.0,1618413505.0,100.0,1618413962.0,158.0
4127,1050.0,1618413906.0,1001.0,1618414375.0,49.0
4129,1299.0,1618413191.0,888.0,1618414415.0,411.0
4131,7243.0,1618414406.0,7150.0,1618414435.0,93.0
4151,2490555.0,1618414457.0,2481145.0,1618414447.0,9410.0
4153,170842.0,1618414428.0,170331.0,1618414395.0,511.0
4156,5500.0,1618414237.0,5001.0,1618414325.0,499.0
4161,21.0,1618413554.0,18.0,1618414399.0,3.0
4162,746.0,1618413119.0,585.0,1618373392.0,161.0
4164,281.0,1618414036.0,150.0,1618414337.0,131.0
4166,351.0,1618413568.0,198.0,1618414263.0,153.0
4168,337.0,1618413586.0,200.0,1618409399.0,137.0
4170,23498.0,1618413383.0,20011.0,1618413636.0,3487.0
4207,390000.0,1618414228.0,385000.0,1618414412.0,5000.0
4298,45.0,1618414435.0,75.0,1618414281.0,-30.0
4300,308.0,1618414418.0,126.0,1618414000.0,182.0
4302,77.0,1618414398.0,13.0,1618414018.0,64.0
4304,2977.0,1618414428.0,2977.0,1618414231.0,0.0
4306,4200.0,1618414182.0,2861.0,1618414243.0,1339.0
4308,1504.0,1618414273.0,3500.0,1618414227.0,-1996.0
4310,4799.0,1618414441.0,4799.0,1618414239.0,0.0
4315,514.0,1618413809.0,201.0,1618412227.0,313.0
4317,476.0,1618404697.0,476.0,1618405361.0,0.0
4319,998.0,1618368082.0,211.0,1618382481.0,787.0
4321,900.0,1618413857.0,411.0,1618161783.0,489.0
4323,235.0,1618413838.0,232.0,1618414154.0,3.0
4325,1.0,1618413746.0,25.0,1618265834.0,-24.0
4327,1500.0,1618353741.0,500.0,1618364577.0,1000.0
4329,317.0,1618413881.0,51.0,1618125012.0,266.0
4331,500.0,1618412804.0,494.0,1618414034.0,6.0
4333,500.0,1618413843.0,252.0,1618414344.0,248.0
4335,2000.0,1618413800.0,1583.0,1618414423.0,417.0
4337,1.0,1618412198.0,211.0,1618273780.0,-210.0
4339,221.0,1618412238.0,431.0,1618387433.0,-210.0
4341,561.0,1618363236.0,247.0,1618369291.0,314.0
4343,999.0,1618389524.0,750.0,1618414339.0,249.0
4345,200.0,1618411295.0,39.0,1618414230.0,161.0
4347,999.0,1618405085.0,316.0,1618405682.0,683.0
4349,438.0,1618407444.0,100.0,1618413503.0,338.0
4351,470.0,1618407014.0,409.0,1618413797.0,61.0
4353,259.0,1618414422.0,90.0,1618414387.0,169.0
4355,327.0,1618393237.0,310.0,1618393866.0,17.0
4357,228.0,1618414370.0,124.0,1618377600.0,104.0
4359,999.0,1618365426.0,211.0,1618413906.0,788.0
4361,999.0,1618368445.0,888.0,1618370825.0,111.0
4363,999.0,1618391506.0,305.0,1618381054.0,694.0
4365,90.0,1618414155.0,90.0,1618414239.0,0.0
4367,268.0,1618388831.0,326.0,1618382887.0,-58.0
4369,223.0,1618412284.0,50.0,1618388518.0,173.0
4371,470.0,1618386901.0,264.0,1618411077.0,206.0
4373,238.0,1618413552.0,154.0,1618413221.0,84.0
4375,254.0,1618413225.0,201.0,1618392783.0,53.0
4377,201.0,1618413405.0,71.0,1618393940.0,130.0
4379,998.0,1618403536.0,220.0,1618380730.0,778.0
4381,998.0,1618363207.0,981.0,1618413529.0,17.0
4383,301.0,1618373491.0,301.0,1618370194.0,0.0
4385,15.0,1618414194.0,15.0,1618414185.0,0.0
4387,131.0,1618413764.0,11.0,1618405384.0,120.0
4389,360.0,1618413899.0,240.0,1618411881.0,120.0
4391,320.0,1618377673.0,201.0,1618405473.0,119.0
4393,99.0,1618383703.0,80.0,1618410124.0,19.0
4395,999.0,1618395684.0,423.0,1618413521.0,576.0
4397,790.0,1618413870.0,496.0,1618411644.0,294.0
4399,999.0,1618365641.0,422.0,1618393649.0,577.0
4401,181.0,1618392202.0,398.0,1618351579.0,-217.0
4403,1999.0,1618390650.0,353.0,1618407160.0,1646.0
4405,34.0,1618414071.0,69.0,1618414255.0,-35.0
4407,304.0,1618414381.0,221.0,1618410542.0,83.0
4409,400.0,1618413834.0,387.0,1618413921.0,13.0
4411,290.0,1618381525.0,247.0,1618409826.0,43.0
4413,500.0,1618411034.0,202.0,1618414196.0,298.0
4417,2299.0,1618414426.0,2131.0,1618414026.0,168.0
4419,1583.0,1618407675.0,1551.0,1618414227.0,32.0
4421,992.0,1618410992.0,992.0,1618413511.0,0.0
4423,2500.0,1618410483.0,516.0,1618413622.0,1984.0
4436,2900.0,1618412128.0,500.0,1618404337.0,2400.0
4438,350.0,1618388230.0,7.0,1618403804.0,343.0
4440,573.0,1618414233.0,498.0,1618381356.0,75.0
4456,232.0,1618414422.0,199.0,1618413334.0,33.0
4458,53.0,1618337101.0,152.0,1618263157.0,-99.0
4460,425.0,1618411803.0,305.0,1618394905.0,120.0
4517,1557.0,1618389842.0,1810.0,1618407803.0,-253.0
4522,833.0,1618413942.0,800.0,1618411343.0,33.0
4525,1.0,1618395154.0,8.0,1618366284.0,-7.0
4527,7.0,1618412960.0,7.0,1618414379.0,0.0
4529,450.0,1618413922.0,300.0,1618412470.0,150.0
4532,80000.0,1618396059.0,25000.0,1618395857.0,55000.0
4535,99.0,1618408838.0,100.0,1618333636.0,-1.0
4537,432.0,1618413435.0,5.0,1618413902.0,427.0
4540,65.0,1618359126.0,77.0,1617973478.0,-12.0
4542,12.0,1618413954.0,11.0,1618414229.0,1.0
4544,500.0,1618414155.0,305.0,1618412179.0,195.0
4546,500.0,1618413283.0,492.0,1618408363.0,8.0
4548,1048.0,1618414454.0,1005.0,1618414248.0,43.0
4551,900.0,1618414242.0,300.0,1618410194.0,600.0
4580,641.0,1618412055.0,635.0,1618407423.0,6.0
4582,1.0,1618341074.0,8191.0,1617902646.0,-8190.0
4585,161793.0,1618414377.0,161226.0,1618414455.0,567.0
4587,59515.0,1618414458.0,59496.0,1618414411.0,19.0
4591,263.0,1618413194.0,513.0,1617512405.0,-250.0
4593,510.0,1618412134.0,236.0,1618409642.0,274.0
4600,1050.0,1618414009.0,146.0,1618414187.0,904.0
4608,873.0,1618380283.0,1014.0,1618407827.0,-141.0
4627,1550.0,1618412986.0,1044.0,1618414203.0,506.0
4668,90.0,1618414133.0,83.0,1618386134.0,7.0
4675,60700.0,1618414277.0,59732.0,1618414446.0,968.0
4684,1000.0,1618412899.0,705.0,1618405532.0,295.0
4687,226.0,1618413932.0,50.0,1618414416.0,176.0
4689,5000.0,1618378263.0,5000.0,1618378262.0,0.0
4694,74.0,1618414396.0,73.0,1618414325.0,1.0
4695,146.0,1618414443.0,140.0,1618414349.0,6.0
4696,7.0,1618414429.0,5.0,1618414458.0,2.0
4697,78.0,1618414458.0,75.0,1618414306.0,3.0
4698,234.0,1618414336.0,223.0,1618414443.0,11.0
4699,6.0,1618414443.0,4.0,1618412749.0,2.0
4708,57883.0,1618414446.0,54720.0,1618414195.0,3163.0
4710,104086.0,1618414411.0,100040.0,1618413981.0,4046.0
4712,1690339.0,1618414022.0,1675000.0,1618414449.0,15339.0
4714,1690000.0,1618414362.0,1684751.0,1618414452.0,5249.0
4716,293640.0,1618413963.0,288776.0,1618414292.0,4864.0
4718,700000.0,1618412645.0,680731.0,1618414165.0,19269.0
4720,874406.0,1618413405.0,872442.0,1618414445.0,1964.0
4722,884000.0,1618413416.0,875004.0,1618414280.0,8996.0
4724,539999.0,1618414002.0,526006.0,1618414428.0,13993.0
4726,677027.0,1618413444.0,653000.0,1618414229.0,24027.0
4728,480000.0,1618414047.0,441353.0,1618414431.0,38647.0
4730,364250.0,1618414009.0,358855.0,1618414435.0,5395.0
4732,47998.0,1618414458.0,47864.0,1618414069.0,134.0
4734,123914.0,1618412175.0,118725.0,1618413851.0,5189.0
4736,2807115.0,1618414379.0,2803266.0,1618414351.0,3849.0
4738,499750.0,1618414372.0,499499.0,1618414354.0,251.0
4740,43.0,1618414360.0,91.0,1618414437.0,-48.0
4745,95000.0,1618414409.0,95000.0,1618414347.0,0.0
4747,97293.0,1618414314.0,99999.0,1618414344.0,-2706.0
4749,216258.0,1618414370.0,212128.0,1618414315.0,4130.0
4751,219333.0,1618414414.0,217345.0,1618414097.0,1988.0
4753,111671.0,1618414044.0,111301.0,1618414458.0,370.0
4755,153000.0,1618413367.0,148740.0,1618413722.0,4260.0
4757,224551.0,1618413276.0,219290.0,1618413887.0,5261.0
4759,426593.0,1618414341.0,418782.0,1618414377.0,7811.0
4773,135.0,1618382994.0,93.0,1618385210.0,42.0
4778,220.0,1618170858.0,100.0,1618408045.0,120.0
4783,81.0,1618412095.0,69.0,1618411347.0,12.0
4788,301.0,1618357567.0,13.0,1618178093.0,288.0
4793,192.0,1618414342.0,175.0,1618413816.0,17.0
4798,295.0,1618412987.0,236.0,1618413418.0,59.0
4803,998.0,1618408705.0,978.0,1618409296.0,20.0
4812,239.0,1618413228.0,225.0,1618414185.0,14.0
4819,4.0,1618414438.0,3.0,1618414421.0,1.0
4820,13.0,1618414303.0,12.0,1618414245.0,1.0
4821,1064.0,1618410357.0,920.0,1618414398.0,144.0
4822,39.0,1618414332.0,40.0,1618414105.0,-1.0
4823,112.0,1618414052.0,107.0,1618413516.0,5.0
4824,835.0,1618414225.0,813.0,1618413922.0,22.0
4825,808.0,1618359756.0,850.0,1618238676.0,-42.0
4827,1150.0,1618413476.0,686.0,1618413814.0,464.0
4830,2414.0,1618411435.0,1600.0,1618390078.0,814.0
4832,4497.0,1618355526.0,1501.0,1618355535.0,2996.0
4834,32278.0,1618414326.0,30421.0,1618414300.0,1857.0
4842,900.0,1618414224.0,710.0,1618414332.0,190.0
4844,405.0,1618412874.0,23.0,1618408277.0,382.0
4846,323.0,1618395145.0,20.0,1618414414.0,303.0
4848,253.0,1618408446.0,100.0,1618358847.0,153.0
4850,1187.0,1618412771.0,1136.0,1618414154.0,51.0
4860,13993.0,1618274349.0,15777.0,1618413643.0,-1784.0
4866,64997.0,1618376145.0,63401.0,1618413804.0,1596.0
4872,1645955.0,1618396445.0,1660000.0,1618414357.0,-14045.0
4878,1684089.0,1618379622.0,1652223.0,1618414361.0,31866.0
4884,265539.0,1618389552.0,251000.0,1618414330.0,14539.0
4890,615000.0,1618371368.0,616000.0,1618414333.0,-1000.0
4896,949000.0,1618389558.0,798000.0,1618414328.0,151000.0
4902,835755.0,1618413449.0,835755.0,1618414326.0,0.0
4908,432997.0,1617996818.0,490002.0,1618414331.0,-57005.0
4914,562990.0,1618000276.0,583174.0,1618414340.0,-20184.0
4920,382531.0,1618379654.0,375000.0,1618414334.0,7531.0
4926,305000.0,1618265983.0,315000.0,1618414320.0,-10000.0
4932,23778.0,1618386063.0,10287.0,1618413758.0,13491.0
4938,700000.0,1618330076.0,95080.0,1618409872.0,604920.0
4944,2754918.0,1618404538.0,2762002.0,1618414220.0,-7084.0
4950,438369.0,1618361330.0,450005.0,1618414069.0,-11636.0
4956,61149.0,1618350363.0,60585.0,1618413438.0,564.0
4962,98831.0,1616705593.0,100000.0,1618414322.0,-1169.0
4968,175000.0,1618395205.0,168000.0,1618412732.0,7000.0
4974,167200.0,1618395214.0,165501.0,1618414011.0,1699.0
4980,81426.0,1618379769.0,81431.0,1618414066.0,-5.0
4986,95260.0,1618119592.0,95001.0,1618413486.0,259.0
4992,167398.0,1618369862.0,168100.0,1618411102.0,-702.0
4998,381119.0,1618395049.0,386000.0,1618414014.0,-4881.0
5001,970.0,1618412909.0,588.0,1618384462.0,382.0
5003,18.0,1618369433.0,15.0,1618364046.0,3.0
5014,1000.0,1618410283.0,571.0,1618411500.0,429.0
5016,799.0,1618414327.0,325.0,1618414444.0,474.0
5018,58.0,1618411409.0,3.0,1618374712.0,55.0
5024,400.0,1618187394.0,2.0,1618207811.0,398.0
5026,1.0,1618305600.0,1062.0,1618340887.0,-1061.0
5028,1004.0,1618410063.0,43.0,1618410974.0,961.0
5030,652.0,1618354770.0,56.0,1618234193.0,596.0
5032,996.0,1618367738.0,996.0,1618368617.0,0.0
5034,993.0,1618390106.0,1304.0,1618406554.0,-311.0
5036,1037.0,1618379218.0,2.0,1618109733.0,1035.0
5038,961.0,1618373854.0,5.0,1618406608.0,956.0
5040,500.0,1618375240.0,300.0,1618357872.0,200.0
5042,1249.0,1618395253.0,1150.0,1618406537.0,99.0
5044,1064.0,1618409841.0,750.0,1618407585.0,314.0
5046,1423.0,1618413765.0,999.0,1618414123.0,424.0
5048,1.0,1618406417.0,100.0,1618234210.0,-99.0
5050,828.0,1618330170.0,177.0,1618371931.0,651.0
5052,927.0,1618376306.0,293.0,1618259402.0,634.0
5075,3715.0,1618414143.0,3703.0,1618414458.0,12.0
5096,3.0,1618414410.0,2.0,1618414239.0,1.0
5097,20.0,1618410737.0,2.0,1618414094.0,18.0
5098,6.0,1618411493.0,2.0,1618414026.0,4.0
5099,104.0,1618412599.0,10.0,1618414052.0,94.0
5100,28.0,1618412599.0,35.0,1618414296.0,-7.0
5101,2.0,1618413663.0,2.0,1618414273.0,0.0
5102,6.0,1618411353.0,5.0,1618414267.0,1.0
5103,9.0,1618408205.0,4.0,1618414280.0,5.0
5104,21.0,1618413717.0,3.0,1618414261.0,18.0
5105,1.0,1618414125.0,20.0,1618409432.0,-19.0
5106,28.0,1618412184.0,28.0,1618414118.0,0.0
5280,203.0,1618412912.0,55.0,1618414111.0,148.0
5281,86.0,1618413546.0,80.0,1618414130.0,6.0
5282,284.0,1618414139.0,94.0,1618414115.0,190.0
5283,3.0,1618414368.0,3.0,1618414412.0,0.0
5284,5.0,1618414155.0,10.0,1618414415.0,-5.0
5285,1.0,1618396965.0,7.0,1618414306.0,-6.0
5286,7.0,1618413403.0,7.0,1618414290.0,0.0
5287,43.0,1618411930.0,42.0,1618414194.0,1.0
5288,1484.0,1618414340.0,1420.0,1618414458.0,64.0
5289,27651.0,1618414407.0,26775.0,1618414444.0,876.0
5290,60.0,1618414396.0,43.0,1618414427.0,17.0
5291,5.0,1618414230.0,2.0,1618414063.0,3.0
5292,2.0,1618412568.0,2.0,1618413937.0,0.0
5293,12.0,1618413698.0,11.0,1618414156.0,1.0
5294,100.0,1618411520.0,30.0,1618413943.0,70.0
5295,48300.0,1618414445.0,48160.0,1618414459.0,140.0
5296,1600.0,1618413998.0,1543.0,1618414450.0,57.0
5297,41.0,1618413339.0,41.0,1618414033.0,0.0
5298,538.0,1618414320.0,520.0,1618414452.0,18.0
5299,183.0,1618414033.0,152.0,1618414425.0,31.0
5300,59074.0,1618414401.0,59057.0,1618414455.0,17.0
5301,401.0,1618413838.0,400.0,1618413365.0,1.0
5302,693.0,1618413462.0,663.0,1618414254.0,30.0
5303,349.0,1618413247.0,210.0,1618414242.0,139.0
5304,53388.0,1618414377.0,53247.0,1618414421.0,141.0
5305,2.0,1618414397.0,2.0,1618414388.0,0.0
5306,4.0,1618414299.0,3.0,1618414255.0,1.0
5307,3.0,1618413124.0,2.0,1618414196.0,1.0
5308,2.0,1618413891.0,2.0,1618414071.0,0.0
5309,6.0,1618414388.0,10.0,1618414416.0,-4.0
5310,5.0,1618414295.0,4.0,1618414089.0,1.0
5311,139.0,1618414271.0,134.0,1618414300.0,5.0
5312,75.0,1618413419.0,29.0,1618414350.0,46.0
5313,1190.0,1618411390.0,1092.0,1618414434.0,98.0
5314,21300.0,1618414454.0,21100.0,1618414450.0,200.0
5315,55750.0,1618413962.0,55100.0,1618414457.0,650.0
5316,130900.0,1618411183.0,130500.0,1618414430.0,400.0
5318,1.0,1618414301.0,1.0,1618414257.0,0.0
